age,gender,height_cm,weight_kg,activity_level,purpose,bmi,body_fat_pct,lean_body_mass_kg,bmr,tdee,height_m,weight_height_ratio,bmi_squared,bmi_category_numeric,fat_mass_kg,lean_mass_percentage,fat_free_mass_index,age_squared,age_group,metabolic_age_factor,activity_numeric,activity_multiplier,daily_energy_expenditure_per_kg,gender_weight_interaction,gender_height_interaction,purpose_numeric,calorie_adjustment_direction,calories_needed
17,Female,164.8,59.5,moderately_active,muscle_gain,21.91,24.8,44.7,1362,2111,1.648,0.361043689,480.0481,1,14.756,75.12605042,16.45860826,289,0,0.953781513,2,1.549926579,35.4789916,0,0,1,0,2453
62,Male,175.3,80,lightly_active,maintain,26.03,29.3,56.6,1591,2188,1.753,0.456360525,677.5609,2,23.44,70.75,18.41842962,3844,2,0.828645833,1,1.375235701,27.35,80,175.3,1,0,2169
30,Female,163,50.9,very_active,weight_loss,19.16,24.5,38.4,1210,2087,1.63,0.312269939,367.1056,1,12.4705,75.44204322,14.45293387,900,1,0.990504257,3,1.724793388,41.00196464,0,0,0,-1,1771
69,Male,169.9,65.2,sedentary,weight_loss,22.59,26.8,47.7,1384,1661,1.699,0.38375515,510.3081,1,17.4736,73.1595092,16.52462533,4761,2,0.884458078,0,1.200144509,25.47546012,65.2,169.9,0,-1,1231
27,Female,153.3,48.4,moderately_active,maintain,20.59,25.5,36.1,1148,1779,1.533,0.315720809,423.9481,1,12.342,74.58677686,15.36112037,729,0,0.988292011,2,1.549651568,36.75619835,0,0,1,0,1799
34,Male,173.8,77,extra_active,muscle_gain,25.49,22.2,59.9,1680,3192,1.738,0.443037975,649.7401,2,17.094,77.79220779,19.83020839,1156,1,0.909090909,0,1.9,41.45454545,77,173.8,1,0,3441
29,Male,180.9,77.8,moderately_active,muscle_gain,23.77,19,63,1753,2717,1.809,0.430071863,565.0129,1,14.782,80.97686375,19.25144867,841,0,0.938838903,2,1.549914432,34.92287918,77.8,180.9,1,0,3057
50,Male,170.5,56.4,moderately_active,weight_loss,19.4,18.6,45.9,1375,2131,1.705,0.330791789,376.36,1,10.4904,81.38297872,15.7893379,2500,1,1.015809693,2,1.549818182,37.78368794,56.4,170.5,0,-1,1846
35,Female,164.6,77.2,moderately_active,weight_gain,28.49,36.8,48.8,1448,2244,1.646,0.469015796,811.6801,2,28.4096,63.21243523,18.01192626,1225,1,0.781519862,2,1.549723757,29.06735751,0,0,2,1,2594
45,Female,158.6,60.3,sedentary,weight_gain,23.97,33.7,40,1219,1463,1.586,0.380201765,574.5609,1,20.3211,66.33499171,15.9020687,2025,1,0.842316197,0,1.200164069,24.26202322,0,0,2,1,1793
39,Male,179.2,70.5,sedentary,muscle_gain,21.95,19.1,57,1621,1945,1.792,0.393415179,481.8025,1,13.4655,80.85106383,17.75001993,1521,1,0.958037825,0,1.199876619,27.58865248,70.5,179.2,1,0,2302
36,Female,155.1,51.9,very_active,maintain,21.57,28.8,37,1156,1994,1.551,0.334622824,465.2649,1,14.9472,71.29094412,15.38077179,1296,1,0.928066795,3,1.724913495,38.42003854,0,0,1,0,2034
30,Female,161.1,54.3,moderately_active,maintain,20.92,26.6,39.9,1236,1916,1.611,0.337057728,437.6464,1,14.4438,73.48066298,15.37382081,900,1,0.948434622,2,1.550161812,35.2854512,0,0,1,0,1908
57,Female,162.9,58.2,extra_active,weight_gain,21.93,34,38.4,1172,2227,1.629,0.357274401,480.9249,1,19.788,65.97938144,14.47068386,3249,2,0.83906071,0,1.900170648,38.26460481,0,0,2,1,2688
25,Female,156.9,63.4,lightly_active,weight_loss,25.75,31.2,43.6,1322,1818,1.569,0.404079031,663.0625,2,19.7808,68.76971609,17.71089882,625,0,0.868822292,1,1.375189107,28.67507886,0,0,0,-1,1346
26,Male,176.4,94,lightly_active,maintain,30.21,26,69.6,1900,2612,1.764,0.532879819,912.6441,3,24.44,74.04255319,22.36722353,676,0,0.842198582,1,1.374736842,27.78723404,94,176.4,1,0,2614
22,Male,173.8,62.8,moderately_active,muscle_gain,20.79,13.8,54.1,1581,2451,1.738,0.361334868,432.2241,1,8.6664,86.14649682,17.91008805,484,0,1.048964968,2,1.55028463,39.02866242,62.8,173.8,1,0,2825
47,Female,160.7,54.5,sedentary,weight_loss,21.1,30.7,37.8,1167,1400,1.607,0.339141257,445.21,1,16.7315,69.35779817,14.63726873,2209,1,0.892201835,0,1.199657241,25.68807339,0,0,0,-1,1200
26,Female,156.9,52.3,sedentary,muscle_gain,21.24,26.1,38.6,1209,1451,1.569,0.333333333,451.1376,1,13.6503,73.80497132,15.67983245,676,0,0.963193117,0,1.200165426,27.74378585,0,0,1,0,1742
24,Female,167,47.6,very_active,muscle_gain,17.07,20.6,37.8,1218,2101,1.67,0.28502994,291.3849,0,9.8056,79.41176471,13.55373086,576,0,1.066176471,3,1.724958949,44.13865546,0,0,1,0,2567
38,Female,155.3,58.4,moderately_active,weight_gain,24.21,32.4,39.5,1211,1877,1.553,0.376046362,586.1241,1,18.9216,67.6369863,16.37774799,1444,1,0.864012557,2,1.549958712,32.14041096,0,0,2,1,2240
69,Male,173,77.1,lightly_active,weight_loss,25.76,30.6,53.5,1518,2087,1.73,0.44566474,663.5776,2,23.5926,69.39040208,17.87563901,4761,2,0.820363165,1,1.37483531,27.06874189,77.1,173,0,-1,1630
16,Female,155.9,53.6,lightly_active,weight_loss,22.05,24.7,40.4,1259,1731,1.559,0.343810135,486.2025,1,13.2392,75.37313433,16.62222416,256,0,0.978700249,1,1.374900715,32.29477612,0,0,0,-1,1411
16,Male,173.6,49.3,moderately_active,muscle_gain,16.36,7.1,45.8,1446,2241,1.736,0.283986175,267.6496,0,3.5003,92.90060852,15.19728599,256,0,1.222109533,2,1.549792531,45.45638945,49.3,173.6,1,0,2779
28,Female,164.9,38.5,sedentary,weight_loss,14.16,18,31.6,1090,1308,1.649,0.233474833,200.5056,0,6.93,82.07792208,11.62106075,784,0,1.17965368,0,1.2,33.97402597,0,0,0,-1,1200
53,Male,171.7,67.7,lightly_active,maintain,22.96,23.5,51.8,1490,2049,1.717,0.39429237,527.1616,1,15.9095,76.5140325,17.57070428,2809,2,0.917035943,1,1.375167785,30.26587888,67.7,171.7,1,0,2038
18,Female,145,51.2,lightly_active,weight_loss,24.35,28,36.9,1167,1605,1.45,0.353103448,592.9225,1,14.336,72.0703125,17.55053508,324,0,0.949707031,1,1.375321337,31.34765625,0,0,0,-1,1203
27,Female,152.9,38,lightly_active,muscle_gain,16.25,20.3,30.3,1034,1422,1.529,0.24852845,264.0625,0,7.714,79.73684211,12.96067611,729,0,1.13377193,1,1.375241779,37.42105263,0,0,1,0,1933
20,Male,160,66.6,lightly_active,maintain,26.02,19.6,53.5,1553,2135,1.6,0.41625,677.0404,2,13.0536,80.33033033,20.8984375,400,0,0.971596597,1,1.374758532,32.05705706,66.6,160,1,0,2148
20,Male,174.4,65.4,lightly_active,maintain,21.5,14.2,56.1,1622,2230,1.744,0.375,462.25,1,9.2868,85.77981651,18.44462798,400,0,1.033384302,1,1.374845869,34.09785933,65.4,174.4,1,0,2227
17,Female,161,48.3,lightly_active,maintain,18.63,20.9,38.2,1224,1683,1.61,0.3,347.0769,1,10.0947,79.08902692,14.73708576,289,0,1.055900621,1,1.375,34.8447205,0,0,1,0,1744
46,Female,158.9,58,lightly_active,muscle_gain,22.97,32.7,39,1194,1642,1.589,0.36500944,527.6209,1,18.966,67.24137931,15.44602782,2116,1,0.857758621,1,1.37520938,28.31034483,0,0,1,0,1999
53,Male,169.5,56.7,moderately_active,weight_loss,19.74,19.7,45.5,1361,2110,1.695,0.334513274,389.6676,1,11.1699,80.24691358,15.83696626,2809,2,1.000146972,2,1.550330639,37.21340388,56.7,169.5,0,-1,1793
23,Female,162.3,38,lightly_active,weight_loss,14.43,17.2,31.5,1091,1500,1.623,0.234134319,208.2249,0,6.536,82.89473684,11.95841206,529,0,1.19627193,1,1.374885426,39.47368421,0,0,0,-1,1244
17,Female,152.3,60.7,lightly_active,weight_gain,26.17,29.9,42.6,1304,1793,1.523,0.398555483,684.8689,2,18.1493,70.18121911,18.36579754,289,0,0.895112576,1,1.375,29.53871499,0,0,2,1,2148
29,Male,180.2,73.3,moderately_active,muscle_gain,22.57,17.6,60.4,1701,2637,1.802,0.406770255,509.4049,1,12.9008,82.40109141,18.60061764,841,0,0.96691678,2,1.55026455,35.97544338,73.3,180.2,1,0,3019
18,Male,174.5,61.3,sedentary,maintain,20.13,12.1,53.9,1585,1902,1.745,0.351289398,405.2169,1,7.4173,87.92822186,17.7010041,324,0,1.077351822,0,1.2,31.02773246,61.3,174.5,1,0,1861
18,Female,155.3,46.7,sedentary,muscle_gain,19.36,22,36.4,1174,1409,1.553,0.300708307,374.8096,1,10.274,77.94432548,15.09240574,324,0,1.047466096,0,1.200170358,30.17130621,0,0,1,0,1913
20,Female,158.5,47,lightly_active,muscle_gain,18.71,21.7,36.8,1186,1631,1.585,0.296529968,350.0641,1,10.199,78.29787234,14.64836947,400,0,1.05141844,1,1.375210793,34.70212766,0,0,1,0,2123
35,Female,160.2,53.4,very_active,muscle_gain,20.81,27.6,38.7,1202,2073,1.602,0.333333333,433.0561,1,14.7384,72.47191011,15.07946528,1225,1,0.937890137,3,1.724625624,38.82022472,0,0,1,0,2410
37,Female,152.7,50.8,sedentary,weight_loss,21.79,29.3,35.9,1128,1354,1.527,0.332678454,474.8041,1,14.8844,70.66929134,15.39630034,1369,1,0.92519685,0,1.20035461,26.65354331,0,0,0,-1,1200
16,Male,178.4,78.5,moderately_active,maintain,24.66,17.1,65.1,1805,2798,1.784,0.440022422,608.1156,1,13.4235,82.92993631,20.45461401,256,0,0.958067941,2,1.550138504,35.6433121,78.5,178.4,1,0,2826
43,Male,180.3,69.4,sedentary,weight_gain,21.35,19.3,56,1598,1918,1.803,0.384914032,455.8225,1,13.3942,80.69164265,17.22648116,1849,1,0.959414025,0,1.200250313,27.63688761,69.4,180.3,2,1,2364
32,Male,174.8,59.4,sedentary,weight_loss,19.44,14.5,50.8,1506,1807,1.748,0.339816934,377.9136,1,8.613,85.52188552,16.62573507,1024,1,1.056397306,0,1.199867198,30.42087542,59.4,174.8,0,-1,1543
30,Male,180.1,68.5,very_active,muscle_gain,21.12,16,57.5,1644,2836,1.801,0.380344253,446.0544,1,10.96,83.94160584,17.72721121,900,1,1,3,1.725060827,41.40145985,68.5,180.1,1,0,3155
16,Female,176.9,89.5,very_active,maintain,28.6,32.6,60.3,1725,2976,1.769,0.505935557,817.96,2,29.177,67.37430168,19.26910957,256,0,0.803072626,3,1.725217391,33.25139665,0,0,1,0,2984
36,Female,149.7,51.1,sedentary,maintain,22.8,30.2,35.7,1120,1344,1.497,0.341349365,519.84,1,15.4322,69.8630137,15.93032424,1296,1,0.913242009,0,1.2,26.30136986,0,0,1,0,1357
37,Male,174.3,74.5,very_active,weight_loss,24.52,21.7,58.3,1644,2836,1.743,0.427423982,601.2304,1,16.1665,78.25503356,19.18994723,1369,1,0.919463087,3,1.725060827,38.06711409,74.5,174.3,0,-1,2477
23,Male,165.3,58.9,lightly_active,maintain,21.56,15,50.1,1488,2046,1.653,0.356321839,464.8336,1,8.835,85.05942275,18.33546881,529,0,1.052631579,1,1.375,34.73684211,58.9,165.3,1,0,2058
21,Female,170.4,78,sedentary,weight_loss,26.86,31.7,53.3,1556,1867,1.704,0.457746479,721.4596,2,24.726,68.33333333,18.35642179,441,0,0.831196581,0,1.199871465,23.93589744,0,0,0,-1,1361
17,Female,162.5,64.5,sedentary,muscle_gain,24.43,27.8,46.6,1399,1679,1.625,0.396923077,596.8249,1,17.931,72.24806202,17.64733728,289,0,0.90374677,0,1.200142959,26.03100775,0,0,1,0,1939
43,Female,156.8,46,moderately_active,weight_loss,18.71,26.9,33.6,1077,1669,1.568,0.293367347,350.0641,1,12.374,73.04347826,13.66618076,1849,1,0.975543478,2,1.549675023,36.2826087,0,0,0,-1,1399
43,Female,159.4,58.6,sedentary,muscle_gain,23.06,32.2,39.7,1215,1458,1.594,0.367628607,531.7636,1,18.8692,67.74744027,15.62477862,1849,1,0.86390785,0,1.2,24.88054608,0,0,1,0,1814
51,Female,168.9,61.5,lightly_active,weight_loss,21.56,32.2,41.7,1261,1734,1.689,0.364120782,464.8336,1,19.803,67.80487805,14.61762296,2601,2,0.854336043,1,1.375099128,28.19512195,0,0,0,-1,1427
23,Female,163.7,61.3,sedentary,maintain,22.88,27.3,44.6,1349,1619,1.637,0.374465486,523.4944,1,16.7349,72.75693312,16.64322559,529,0,0.916938554,0,1.200148258,26.41109299,0,0,1,0,1581
23,Male,177.8,81.1,sedentary,muscle_gain,25.65,19.9,65,1797,2156,1.778,0.456130484,657.9225,2,16.1389,80.14796547,20.56126561,529,0,0.92324291,0,1.199777407,26.58446363,81.1,177.8,1,0,2404
33,Male,183.7,65.1,moderately_active,weight_gain,19.29,14.5,55.7,1613,2500,1.837,0.354382145,372.1041,1,9.4395,85.56067588,16.50581156,1089,1,1.032386073,2,1.549907006,38.40245776,65.1,183.7,2,1,2986
18,Male,180.2,76.7,very_active,maintain,23.62,16.3,64.2,1788,3084,1.802,0.42563818,557.9044,1,12.5021,83.70273794,19.77085517,324,0,0.971316819,3,1.724832215,40.20860495,76.7,180.2,1,0,3007
22,Male,181.3,65.9,moderately_active,weight_loss,20.05,12.9,57.4,1656,2567,1.813,0.363485935,402.0025,1,8.5011,87.1016692,17.46289667,484,0,1.047040971,2,1.550120773,38.95295903,65.9,181.3,0,-1,2296
49,Female,160.2,71.3,sedentary,maintain,27.78,39.2,43.4,1308,1570,1.602,0.445068664,771.7284,2,27.9496,60.86956522,16.91082152,2401,1,0.764375877,0,1.20030581,22.01963534,0,0,1,0,1586
38,Female,147.5,57.3,very_active,weight_loss,26.34,34.9,37.3,1157,1996,1.475,0.388474576,693.7956,2,19.9977,65.09598604,17.14449871,1444,1,0.84133217,3,1.725151253,34.83420593,0,0,0,-1,1495
42,Male,174.7,51.8,sedentary,maintain,16.97,13.8,44.7,1377,1652,1.747,0.2965083,287.9809,0,7.1484,86.29343629,14.64609049,1764,1,1.107625483,0,1.199709513,31.89189189,51.8,174.7,1,0,1667
66,Male,167.3,59.1,moderately_active,weight_loss,21.12,24.3,44.7,1321,2048,1.673,0.353257621,446.0544,1,14.3613,75.63451777,15.97039439,4356,2,0.931331077,2,1.550340651,34.65313029,59.1,167.3,0,-1,1777
27,Male,179.1,59.1,moderately_active,weight_loss,18.42,12.1,51.9,1545,2395,1.791,0.32998325,339.2964,0,7.1511,87.81725888,16.17991315,729,0,1.089255499,2,1.550161812,40.52453469,59.1,179.1,0,-1,2084
35,Male,162.5,60.6,lightly_active,maintain,22.95,19.4,48.8,1441,1981,1.625,0.372923077,526.7025,1,11.7564,80.52805281,18.48047337,1225,1,0.990786579,1,1.374739764,32.68976898,60.6,162.5,1,0,1983
31,Female,166,62.8,lightly_active,weight_gain,22.79,29.1,44.5,1342,1845,1.66,0.378313253,519.3841,1,18.2748,70.85987261,16.14893308,961,1,0.890392781,1,1.374813711,29.37898089,0,0,2,1,2195
22,Female,162.1,63.6,sedentary,weight_loss,24.2,28.7,45.3,1366,1639,1.621,0.392350401,585.64,1,18.2532,71.22641509,17.23979798,484,0,0.894916143,0,1.199853587,25.77044025,0,0,0,-1,1278
32,Female,163.1,56,extra_active,muscle_gain,21.05,27.2,40.8,1256,2386,1.631,0.343347639,443.1025,1,15.232,72.85714286,15.33741755,1024,1,0.93452381,0,1.899681529,42.60714286,0,0,1,0,2736
47,Female,164.7,58.9,sedentary,maintain,21.71,31.5,40.3,1230,1476,1.647,0.357619915,471.3241,1,18.5535,68.42105263,14.85654586,2209,1,0.870118846,0,1.2,25.05942275,0,0,1,0,1480
45,Female,160.8,61,very_active,weight_gain,23.59,33.3,40.7,1237,2134,1.608,0.379353234,556.4881,1,20.313,66.72131148,15.74063761,2025,1,0.844945355,3,1.725141471,34.98360656,0,0,2,1,2507
21,Female,159,82.7,sedentary,weight_loss,32.71,38.7,50.7,1519,1823,1.59,0.520125786,1069.9441,3,32.0049,61.30592503,20.05458645,441,0,0.765316405,0,1.200131666,22.04353083,0,0,0,-1,1236
33,Male,181.4,60.3,lightly_active,weight_loss,18.32,13.4,52.2,1545,2124,1.814,0.332414553,335.6224,0,8.0802,86.56716418,15.86338767,1089,1,1.067578773,1,1.374757282,35.2238806,60.3,181.4,0,-1,1829
34,Female,164.6,42.6,moderately_active,muscle_gain,15.72,21.3,33.5,1112,1724,1.646,0.258809235,247.1184,0,9.0738,78.63849765,12.36474446,1156,1,1.087636933,2,1.550359712,40.46948357,0,0,1,0,2191
27,Female,165.1,54.1,very_active,muscle_gain,19.85,24.6,40.8,1267,2186,1.651,0.327680194,394.0225,1,13.3086,75.41589649,14.96807727,729,0,0.975816389,3,1.725335438,40.40665434,0,0,1,0,2675
56,Female,159.8,52.8,moderately_active,maintain,20.68,32.3,35.7,1108,1717,1.598,0.330413016,427.6624,1,17.0544,67.61363636,13.98024126,3136,2,0.874368687,2,1.549638989,32.51893939,0,0,1,0,1726
29,Male,174.7,62,sedentary,weight_loss,20.31,14.8,52.8,1547,1856,1.747,0.354894104,412.4961,1,9.176,85.16129032,17.30008005,841,0,1.039650538,0,1.199741435,29.93548387,62,174.7,0,-1,1559
40,Male,173.9,70.6,lightly_active,weight_loss,23.35,21,55.8,1589,2185,1.739,0.405980449,545.2225,1,14.826,79.0368272,18.45164264,1600,1,0.93779509,1,1.375078666,30.9490085,70.6,173.9,0,-1,1882
26,Male,162.7,48,moderately_active,muscle_gain,18.13,11.5,42.5,1338,2074,1.627,0.295021512,328.6969,0,5.52,88.54166667,16.05512992,676,0,1.161458333,2,1.550074738,43.20833333,48,162.7,1,0,2591
42,Female,152.7,47.2,extra_active,weight_loss,20.24,28.5,33.7,1072,2037,1.527,0.309102816,409.6576,1,13.452,71.39830508,14.45279447,1764,1,0.946327684,0,1.900186567,43.15677966,0,0,0,-1,1791
42,Male,173.2,67.6,lightly_active,weight_gain,22.53,20.5,53.7,1544,2123,1.732,0.390300231,507.6009,1,13.858,79.43786982,17.90105019,1764,1,0.951676529,1,1.375,31.40532544,67.6,173.2,2,1,2475
22,Female,149.7,45.7,lightly_active,maintain,20.39,24.1,34.7,1121,1541,1.497,0.305277221,415.7521,1,11.0137,75.92997812,15.48409667,484,0,1.022064187,1,1.374665477,33.71991247,0,0,1,0,1557
31,Female,160.3,54.8,sedentary,weight_loss,21.33,27.3,39.8,1232,1478,1.603,0.341859014,454.9689,1,14.9604,72.62773723,15.48873778,961,1,0.936739659,0,1.199675325,26.97080292,0,0,0,-1,1200
45,Male,168.2,65.8,very_active,muscle_gain,23.26,22.1,51.3,1485,2562,1.682,0.391200951,541.0276,1,14.5418,77.96352584,18.13282133,2025,1,0.940349544,3,1.725252525,38.93617021,65.8,168.2,1,0,2884
34,Female,160.5,49.4,sedentary,maintain,19.18,25.4,36.9,1166,1399,1.605,0.307788162,367.8724,1,12.5476,74.69635628,14.32439514,1156,1,0.983468286,0,1.199828473,28.31983806,0,0,1,0,1391
38,Female,162,55.9,moderately_active,weight_loss,21.3,28.9,39.7,1223,1896,1.62,0.345061728,453.69,1,16.1551,71.019678,15.12726718,1444,1,0.911598092,2,1.550286182,33.9177102,0,0,0,-1,1601
38,Male,161.9,61.3,very_active,muscle_gain,23.39,20.6,48.7,1433,2472,1.619,0.378628783,547.0921,1,12.6278,79.44535073,18.57955311,1444,1,0.974034802,3,1.725052338,40.32626427,61.3,161.9,1,0,2821
57,Female,162.1,69.6,very_active,maintain,26.49,39.5,42.1,1270,2191,1.621,0.42936459,701.7201,2,27.492,60.48850575,16.0219756,3249,2,0.760296935,3,1.72519685,31.47988506,0,0,1,0,2193
19,Male,171.1,51.1,sedentary,weight_loss,17.46,9.1,46.4,1443,1732,1.711,0.298655757,304.8516,0,4.6501,90.80234834,15.84958742,361,0,1.176614481,0,1.2002772,33.89432485,51.1,171.1,0,-1,1389
43,Male,158.9,60.3,moderately_active,weight_loss,23.88,22.3,46.9,1385,2147,1.589,0.379483952,570.2544,1,13.4469,77.77777778,18.57483858,1849,1,0.957020453,2,1.550180505,35.6053068,60.3,158.9,0,-1,1835
43,Female,158.2,57.8,very_active,weight_loss,23.09,32.2,39.2,1201,2072,1.582,0.365360303,533.1481,1,18.6116,67.8200692,15.66293367,1849,1,0.86577278,3,1.725228976,35.84775087,0,0,0,-1,1632
20,Female,163.3,59,moderately_active,muscle_gain,22.12,25.7,43.8,1336,2071,1.633,0.361298224,489.2944,1,15.163,74.23728814,16.42486244,400,0,0.943502825,2,1.550149701,35.10169492,0,0,1,0,2429
26,Female,158.6,56.3,moderately_active,weight_gain,22.38,27.4,40.9,1259,1951,1.586,0.354981084,500.8644,1,15.4262,72.64653641,16.25986525,676,0,0.931764358,2,1.549642573,34.65364121,0,0,2,1,2301
19,Female,158.2,42,lightly_active,muscle_gain,16.78,19.1,34,1133,1558,1.582,0.265486726,281.5684,0,8.022,80.95238095,13.58519757,361,0,1.124007937,1,1.375110327,37.0952381,0,0,1,0,2053
23,Female,161.9,57.8,moderately_active,weight_loss,22.05,26.4,42.5,1304,2021,1.619,0.3570105,486.2025,1,15.2592,73.52941176,16.21418906,529,0,0.940023068,2,1.549846626,34.96539792,0,0,0,-1,1583
57,Female,157.3,58.6,lightly_active,weight_loss,23.68,36.1,37.4,1145,1574,1.573,0.372536554,560.7424,1,21.1546,63.8225256,15.11520901,3249,2,0.814135381,1,1.374672489,26.86006826,0,0,0,-1,1200
44,Female,159.4,62.2,lightly_active,muscle_gain,24.48,34.1,41,1245,1712,1.594,0.3902133,599.2704,1,21.2102,65.91639871,16.13642124,1936,1,0.834003215,1,1.375100402,27.52411576,0,0,1,0,1998
24,Female,153,48.8,lightly_active,weight_gain,20.85,25.1,36.6,1162,1598,1.53,0.318954248,434.7225,1,12.2488,75,15.63501217,576,0,0.992144809,1,1.375215146,32.74590164,0,0,2,1,2034
16,Male,170.6,60.1,moderately_active,maintain,20.65,12.3,52.7,1559,2416,1.706,0.352286049,426.4225,1,7.3923,87.68718802,18.10725266,256,0,1.080837493,2,1.549711353,40.19966722,60.1,170.6,1,0,2419
25,Female,172.3,72.8,lightly_active,maintain,24.52,29.8,51.1,1501,2064,1.723,0.422518862,601.2304,1,21.6944,70.19230769,17.21275334,625,0,0.859088828,1,1.375083278,28.35164835,0,0,1,0,2069
46,Male,175.2,60.7,moderately_active,maintain,19.78,18.1,49.7,1464,2269,1.752,0.346461187,391.2484,1,10.9867,81.87808896,16.19154104,2116,1,1.004942339,2,1.549863388,37.38056013,60.7,175.2,1,0,2231
29,Female,162.6,45,extra_active,maintain,17.02,21.7,35.2,1148,2181,1.626,0.276752768,289.6804,0,9.765,78.22222222,13.31378627,841,0,1.062962963,0,1.899825784,48.46666667,0,0,1,0,2143
30,Male,169.8,53.4,sedentary,maintain,18.52,12.9,46.5,1420,1704,1.698,0.314487633,342.9904,1,6.8886,87.07865169,16.12789105,900,1,1.107990012,0,1.2,31.91011236,53.4,169.8,1,0,1668
33,Female,158.6,58.3,extra_active,muscle_gain,23.18,30,40.8,1249,2373,1.586,0.367591425,537.3124,1,17.49,69.98284734,16.22011007,1089,1,0.892652945,0,1.899919936,40.70325901,0,0,1,0,2733
17,Male,172.5,59.7,sedentary,weight_loss,20.06,11.8,52.7,1560,1872,1.725,0.346086957,402.4036,1,7.0446,88.27470687,17.71056501,289,0,1.088777219,0,1.2,31.35678392,59.7,172.5,0,-1,1603
31,Male,179.7,72.6,moderately_active,muscle_gain,22.48,17.9,59.6,1682,2607,1.797,0.404006678,505.3504,1,12.9954,82.09366391,18.45653223,961,1,0.96533517,2,1.549940547,35.90909091,72.6,179.7,1,0,3001
30,Female,168.2,74,very_active,weight_loss,26.16,32.9,49.7,1466,2529,1.682,0.439952438,684.3456,2,24.346,67.16216216,17.56727524,900,1,0.82545045,3,1.725102319,34.17567568,0,0,0,-1,2026
41,Male,171,56.9,sedentary,weight_loss,19.46,16.6,47.5,1421,1705,1.71,0.332748538,378.6916,1,9.4454,83.4797891,16.24431449,1681,1,1.040568248,0,1.199859254,29.96485062,56.9,171,0,-1,1432
22,Female,160.9,40.3,extra_active,muscle_gain,15.57,18.3,32.9,1115,2118,1.609,0.250466128,242.4249,0,7.3749,81.63771712,12.70819323,484,0,1.152812242,0,1.89955157,52.55583127,0,0,1,0,2608
51,Male,172.3,79.8,very_active,muscle_gain,26.88,27.8,57.6,1621,2796,1.723,0.463145676,722.5344,2,22.1844,72.18045113,19.40224251,2601,2,0.8463868,3,1.724861197,35.03759398,79.8,172.3,1,0,3016
35,Male,179,65.5,very_active,weight_gain,20.44,16.4,54.8,1584,2732,1.79,0.365921788,417.7936,1,10.742,83.66412214,17.10308667,1225,1,1.007633588,3,1.724747475,41.70992366,65.5,179,2,1,3160
16,Male,177,58.8,lightly_active,maintain,18.77,10,52.9,1577,2168,1.77,0.33220339,352.3129,1,5.88,89.96598639,16.88531393,256,0,1.117488662,1,1.374762207,36.8707483,58.8,177,1,0,2157
43,Female,160.5,56.9,sedentary,muscle_gain,22.09,31,39.3,1205,1446,1.605,0.354517134,487.9681,1,17.639,69.0685413,15.25606312,1849,1,0.882396016,0,1.2,25.41300527,0,0,1,0,1795
64,Male,178.5,76.8,sedentary,maintain,24.1,27.4,55.8,1571,1885,1.785,0.430252101,580.81,1,21.0432,72.65625,17.51288751,4096,2,0.852322049,0,1.199872693,24.54427083,76.8,178.5,1,0,1883
65,Female,162.3,54.4,sedentary,weight_loss,20.65,34.3,35.7,1100,1320,1.623,0.335181762,426.4225,1,18.6592,65.625,13.552867,4225,2,0.84252451,0,1.2,24.26470588,0,0,0,-1,1200
45,Male,169,73.5,moderately_active,weight_loss,25.73,25,55.1,1567,2429,1.69,0.434911243,662.0329,2,18.375,74.96598639,19.2920416,2025,1,0.888321995,2,1.550095724,33.04761905,73.5,169,0,-1,1924
40,Male,174.1,63.1,moderately_active,weight_loss,20.82,18,51.7,1509,2339,1.741,0.362435382,433.4724,1,11.358,81.93343899,17.05662105,1600,1,0.996434231,2,1.550033135,37.0681458,63.1,174.1,0,-1,2062
21,Male,172.9,59,sedentary,muscle_gain,19.74,12.3,51.7,1537,1844,1.729,0.34123771,389.6676,1,7.257,87.62711864,17.29420316,441,0,1.085451977,0,1.199739753,31.25423729,59,172.9,1,0,2328
26,Male,167.6,45,lightly_active,weight_loss,16.02,9,41,1326,1823,1.676,0.26849642,256.6404,0,4.05,91.11111111,14.59606632,676,0,1.227777778,1,1.374811463,40.51111111,45,167.6,0,-1,1513
28,Female,159.6,38,lightly_active,muscle_gain,14.92,18.9,30.8,1060,1458,1.596,0.238095238,222.6064,0,7.182,81.05263158,12.09163259,784,0,1.162280702,1,1.375471698,38.36842105,0,0,1,0,1999
42,Female,167.8,65,very_active,weight_loss,23.08,32,44.2,1327,2289,1.678,0.387365912,532.6864,1,20.8,68,15.69778427,1764,1,0.850641026,3,1.724943482,35.21538462,0,0,0,-1,1838
25,Female,167.6,48.5,sedentary,maintain,17.27,21.1,38.3,1227,1472,1.676,0.289379475,298.2529,0,10.2335,78.96907216,13.63486196,625,0,1.054123711,0,1.199674002,30.35051546,0,0,1,0,1533
42,Male,179.9,74.4,moderately_active,weight_loss,22.99,21,58.8,1654,2564,1.799,0.413563091,528.5401,1,15.624,79.03225806,18.16832957,1764,1,0.926299283,2,1.550181378,34.46236559,74.4,179.9,0,-1,2277
50,Male,179.1,95.9,moderately_active,weight_loss,29.9,31.2,66,1818,2818,1.791,0.535455053,894.01,2,29.9208,68.82168926,20.5756121,2500,1,0.789885297,2,1.550055006,29.38477581,95.9,179.1,0,-1,2394
